article;lang
παντρείαν θέλ Κάνει τη προσευχή του nκαι;pontic
λέει Κύριε θαυμαστά τα έργα nσου;pontic
Άλλο ντο θ ακούω ας εσάς;pontic
Κ είναι σωστά ατά ντο λέω;pontic
Για τ εμέν κ είναι;pontic
Καθώς βάζει φαγητό στα πιάτα απευθύνεται;pontic
nστο Γιωρίκ α που κάρφωσε τα μάτια του;pontic
nστον;pontic
τεντζερέ και του λέει Γιώρικα τ nομμάτö;pontic
σ σην τôντζöρην επέμ ναν;pontic
Σόφια όλεν την τôντζöρην να δις με γιοχ n;pontic
κι λέγω Έχω έναν πείναν ντο να λέγω σε;pontic
nΤα ιντέρö μ;pontic
γουργουρίζ νε εδέβαν σ έναν σ nάλλο;pontic
Έπαρ το αφορισμένε γουλέα ας nτερούμε θα;pontic
χορτάεις;pontic
Αρπάζει τον τεντζερέ και αρχίζει να;pontic
nτρώει με την κουτάλα;pontic
Τον αφορισμένον τον χοτσέρ κι nκατασπάν;pontic
πα Δείχνοντας την κοιλιά nτου Γιωρίκα;pontic
του λέει;pontic
Τρυπεμένον έν η κοιλία σ;pontic
Αργά αργά Ωφ Και ντ έμνοστον και ντο;pontic
nγιαγλίν φαΐν έν Σόφια αΐκον φαΐν να;pontic
nευτάς πάντα;pontic
Γάλö γάλö αφορισμένε θα φουρκίεσαι;pontic
Δεν κι παθάνω αφήσ τε με να τρώγω με nτην;pontic
ησυχία μ να πιάν απάν ι μ;pontic
Ατός θα γλείφτ και την τôντζöρην;pontic
Την πείναν ντο έχω εγώ όχι μανάχον την;pontic
nτôντζöρην τα δάχτυλα μ πιλô θα nγλείφτω;pontic
Ο θεόν;pontic
Σόφια όσον τα μαλλία μ χρόνö να δι nσε Ωφ;pontic
ωφ χαϊδέυει την κοιλιά του nάντùαχ;pontic
εχόρτöσα;pontic
άντùαχ έρθα σα ήμαρτα Πολλά έμνοστον nτ;pontic
οσημερ νόν το φαΐν παίρνει μετά nμερικές;pontic
φέτες ψωμί;pontic
και τις βάζει στο κόρφο του για να;pontic
nπροκαλέσει γέλιο;pontic
Αφ ς ατώρα το φαΐν και πέει μας εμείς;pontic
nπού θα κιβöνεύκουμες και να πάμε σο;pontic
Να εγάπανες και τη δουλείαν τσ nέκλαιεν;pontic
Ας σην οκνείαν τον γάιδαρον θείο;pontic
nκουίεις ατον Πώς θέλτς εσύ ο παιδάς να;pontic
nγυναικίεις να ευτάς και;pontic
τη χώρας την ýην γιασίρ Όχι ατό nμαναχόν;pontic
κ επορώ να ευτά γ ω Κ nεπορώ να εμπαίνω ση;pontic
χώρας;pontic
το αίμαν και ύστερα να καταράται n με;pontic
Ξεστρώναι το τραπέζι;pontic
Σόφια εσύ κι λαλείς;pontic
Ακ σον Γιωρίκα αν αλλάεις νιάτö αν n;pontic
ίνεσαι νοικοκύρτς κάτ θα ευτάμε και nγια;pontic
τ εσέν;pontic
Νούντζον και τα υστερ νά τα γεράματα;pontic
nπάντα νέος κι θα είσαι;pontic
Πολλά καλά λες ατον Σόφια;pontic
Λες Κώστη η Σοφία να λέει ατα καλά;pontic
Νέπαι η Σοφία έü τσιμίδ τα λόγια nζυάζ;pontic
öτα καλά και επεκεί καλατûέυ;pontic
Και πουκαικά ζυάζ öτα να πάω ζυάζ nατα κ;pontic
εγώ;pontic
Άφ ς τα παλαλά και πέει μας τίναν;pontic
nεσεβταναλεύτες γιάμ θα χορεύ σε σο;pontic
nταψίν;pontic
Τίναν θα χορεΰ σο ταψίν;pontic
Εγώ φογούμαι θα βάλ τ σε και το nδουκάλ;pontic
Εμέν θα βάλ δουκάλ εμέν τον nΓιωρίκαν;pontic
Ναι εσέν τον Γιωρίκαν;pontic
Νευριασμένα Ταρταγανίζ ατεν το nκιφάλ ν;pontic
ατ ς θήκω απάν σο κατωθύρ nκι άμαν κόφτω;pontic
γούλαν ατ ς Φτουλίζ ατεν;pontic
Ατό πολλοί είπαν ατο άμα τελευταία;pontic
nεγένταν και γέλος σον κόσμον;pontic
Εγώ τηνάν λες κ είμαι εγώ ό τι λέγω nευτά;pontic
γ ω ατο πα;pontic
Τρανά λόγια τερώ λες αμόν τον Χρύûον τη;pontic
nΖούρτονος;pontic
Σ ατό τ ωμίν απάν να κείσαι κ εσύ nκι ο;pontic
σεύτελον ο Χρύûον;pontic
Κώστη πώς κάθεσαι και χαντς τα λόγια nσ;pontic
Ατώρα θα μαθάνουμ τον Γιωρίκαν;pontic
Εσύ πα τίναν θα φορτούσαι Άμα αΐκον nέν;pontic
όθεν κέσ πάει τ αι γ ίδ εκέσ nλαγγεύ και;pontic
το κορίτ;pontic
Ξαν εύρες κι είπες;pontic
Γιατί να μη λέγω εσείς μαναχόν θα nλέτε;pontic
Καλά πέει κ εσύ αφού θέλτς να λες n Αμα;pontic
για πέει μας ποίος έν ατέ η λάλα nπ;pontic
ερέχτε σε;pontic
Ας σο χωρίον εμουν κι πιστεύω να nέν;pontic
Περιφρονητικά Και ποίος κλώûκεται και;pontic
nτερεί τα νυφάδö τη χωρί;pontic
Α α α κάπως τερώ πολλά υψηλά τερείς n Κ;pontic
ερέχκεσαι και τα κορίτûö τη nχωρί;pontic
Κιάμ πώς εθάρεσες Με το κι ηξέρετε;pontic
nεσείς την αξία μ;pontic
Τερείς τερείς τον κατακέφαλον;pontic
Ειρωνικά Τε για πέει μας ποίος nέν;pontic
Θ ακούτ öτο και θα θαμάουσταν;pontic
Θα θαμάουμες γίοξα θ αχπαράουμες nΓιάμ;pontic
έν κανένας παλάλα;pontic
Τσ εξέρ ντο ûοχρôτ έν;pontic
Να εξέρετε μαναχόν πόσοι νομάτ είν nαπό;pontic
πίσ ατ ς;pontic
Πολλά φογούμαι κάτ λειφτέσσα θα nέν;pontic
Απόθεν κέσ εγροίκ σες ντο έν nλειφτέσσα;pontic
Για να ερέχτεν εσέν ντο θα έν;pontic
Γιατί εγώ ντο έχω Κ είμαι έμορφος;pontic
Νέπαι πέει μας ποίος έν Θα εβγάλτς nτην;pontic
ýην εμουν ταχά;pontic
Αφού θέλετε να μαθάνετε και πιûίζετε;pontic
nατόσον πολλά θα λέγω σας ποίος nέν;pontic
Άϊτε εναξά αγλήγορα;pontic
Ατώρα τερώ αγλήγορείτε πα;pontic
Αβούτος ο αχαΐρευτον θα εβγάλ την ýην;pontic
Τε πέει αφορισμένε Μουλτουβάνε ποίος;pontic
Η Π α ν α ΐ λ α αέτσ ακούει το κορίτσ;pontic
Ποίος έν ατέ η Παναΐλα;pontic
Τη ποπά η θαγατέρα η όλων η μικρέσσα Να;pontic
nλελεύ ατεν εγώ;pontic
Νέπαι τίνος ποπά θαγατέρα;pontic
Τη ποπά Ηλία ας σην Στρέζοβαν Έναν;pontic
nέμορφον κορίτσ ντο να λέγω σας Αχ nπότε;pontic
θα ελέπ ατεν;pontic
τ ομμάτö μ εκάπνιξαν;pontic
Ποπά θαγατέρα και να ερέχτεν εσέν τσ;pontic
nεξέρ ντο καταμάγια έν;pontic
Γουεύς να τερείς ατεν Κορίτσ έμορφον nκι;pontic
άμον τραντάφυλλον;pontic
Άμον τραντάφυλλον γίοξα άμον κ ι ν τ έ α;pontic
nν;pontic
Θα ελέπετ öτεν κι ατότε θα λέτε καλά;pontic
nέλεεν ο Γιωρίκας;pontic
Εναξά εσέν να ομôζ κανείται;pontic
Εγώ ντο έχω κι όλεν σο κιφάλ κρούτε n με;pontic
Ντο έüετε μετ εμέν;pontic
Εσύ νö μέλ καμ ς και νö κερίν;pontic
Εγώ μελεσσίδ κ είμαι να ευτά γ ω nμέλ και;pontic
κερίν;pontic
Ατώρα είπες την ορθίαν Εσύ είσαι αργά;pontic
nαργά π ο ύ μ π ο υ ρ ο ς Εσύ είσαι nχαραμής;pontic
εσύ είσαι;pontic
κ η φ ή ν α ς Εγροίξες ατώρα ντο nείσαι;pontic
Η ταπô μ επέρεν άψιμον με τα παλαλά ντο;pontic
nλέτε;pontic
Χάσον ντο λες και πέει μας πού είδες;pontic
nατέν την Παναΐλαν;pontic
Ατο πα ντο λόγος έν πού είδα τεν Ντο nεγώ;pontic
ομμάτö κ έχω;pontic
Έεις άμα φαίνεται κι χωρίζ νε καλά nΤσ;pontic
εξέρ αν κ έν άμον την nΠελα γ ίαν τη;pontic
Ζαρογούλ;pontic
Εσείς πέει τε ήντöν θέλετε σα τελευταία;pontic
nθ απομέν σας το Π ο υ û ι ν τô nρ;pontic
Τε πέει αφορισμένε τ σ ι λ ι π ι τ ί ν ε;pontic
nπού είδες ατεν;pontic
Σο πανοΰρ τ Αποστολαρί;pontic
Και πώς είπες εφάνθε σε;pontic
Άμον κούκλα Αργά αργά Εκείνο το πόιν nατ;pontic
ς εκείνα τα τσιγκαλιδôρö τα μαλλία nτ ς κ;pontic
εκείνα τα;pontic
τûακάλö τ ομμάτö τ ς έκαψαν την nκαρδία μ;pontic
Λέγ ατα κι άμον κάτ αγνός n ίνουμαι;pontic
Στον Κώστη με τρόπο Κώστη αβούτος άμον;pontic
nεχάσεν ατα;pontic
Κ εκείνο το τûιτûακλίν το φυστάν nατ ς;pontic
επαρλάευεν απάν ατ ς;pontic
Άλλο ντο θ ακούμε ας αβούτον τον;pontic
nκοντοκάμισον;pontic
Και πότε είπες είδες ατεν;pontic
Οπέρτς σο πανοΰρ τ Αποστολαρί nεχόρεψα;pontic
και με τ εκείνεν Όλ εμάς nετέρναν;pontic
Εσύ αέτσ όπως λες εφέκαν το πανοΰρ nκ;pontic
εποίναν εσάς σεΐρ;pontic
Αέτσ φαίνεται;pontic
Ατό τη μεσελέν άλλο κανείς εξέρ nöτο;pontic
Ο Κόλöς κι ο Λευτέρτς μαναχόν Ο;pontic
nΛευτέρτς θα κρατεί και τα στέφανα nαέτσ;pontic
είπε με;pontic
Αβούτος τερώ τελειωμένον έü τη;pontic
nδουλείαν Εύρεν και τον σύντεκνον n;pontic
κουμπάρον Ο κυρτς;pontic
ατ ς δεν εξέρ;pontic
Εθαρώ κάτ εντώκεν σ ωτίν ατ;pontic
Και καλά πώς κ είπες μας τιδέν όσον nτώρα;pontic
Ντο να εποίνα ο μαύρον ετûöκινεύκουμ νε;pontic
Εκείνε πα ερέχτε σε;pontic
Αέτσ εδείξαν τα τûαλούμö τ ς;pontic
Τσ εξέρ αν κ έν κανένας nκαταμάγια;pontic
Κι αν κι γαϊûλαεύ απαγκέσ;pontic
Ήντöν θέλετε πετέστε εγώ είπα σας σα;pontic
nτελευταία θ απομέν τσας το πουûιντôρ;pontic
Εγώ πολλά φογούμαι το πουûιντôρ σ nεσέν;pontic
θ απομέν;pontic
Εσείς αέτσ ας εθαρείτε;pontic
Εμείς αέτσ εθαρούμε εσύ πώς εθαρείς;pontic
Το καλόν το θέλω ας εσάς έν να πάτε nόσον;pontic
ίνεται κι άλλο αγλήγορα σο nψαλάφεμαν;pontic
Πολλοί είν από πίσ ατ ς Να μη nχάνουμ;pontic
ατεν και ντο ίνεται ύστερα;pontic
Ατώρα τέρω εσύ αγληγορείς;pontic
Αγληγορώ Κώστη αγλήγορώ γιατί πολλά;pontic
nφογούμαι εκείνον τον χουχουμίτσον τον;pontic
nΠανίκαν;pontic
Εκείνος πα πολλά θέλ öτεν και εξέρετε;pontic
nπόσον κατακέφαλος έν Το μαύρον το;pontic
nûκυλίν όπου κέσ;pontic
κρού γ ω πολεμά να χαλάν öτο;pontic
Άκ σον Γιωρίκα αφού επέρες την nαπόφασην;pontic
να γυναικίεις να τερείς κι nαλλάεις;pontic
νιάτö Να τερείς και;pontic
να δουλεύς Ατό αν ευτάς τ άλλα όλö nγάλö;pontic
γάλö θα ίνταν Άμα ατά ας nαφήνουμ ατα;pontic
ατώρα κι ας;pontic
πάμε σο πανοΰρ ν εμουν Έχουμ καιρόν nξαν;pontic
λέμ ατα;pontic
Όλαν πως κι οκνείτε εσείς δεβάτε εγώ nπα;pontic
ας πάω απλούμαι αφκά σ έναν δέντρον nνα;pontic
