article;lang
μέρα η γειτόν τσα η Κατιρίν αφού ν άκσιν καλά δέ βάσταξιν κι λέει ;nothern
 Άιντι μάρ Τσιτσιώνα άιντι τα χούια κι τα καμώματα πόχ ου Βαγγέλτς νύφ ;nothern
τουν χράζιτι Αϊλί σ αυτήν π κιντάει κι τ λέν καλή τύχ ;nothern
Προυσβάλθκιν η Τσιτσιώνα κι έφυγιν απ του χουρατά Σφαλίσ κιν στου σπίτ κι;nothern
δέν ξαναβγήκιν Τόβαλιν βαθά ;nothern
Ήταν τα χρόνια τς πιρασμένα κουτσουκιφάλιασιν απόκαμιν μαράζουσιν κι;nothern
ένα βράδ κοιμήθκιν κι δέν ξύπνησιν ;nothern
Άρξιν να πάρ χαμπάρ ου Βαγγέλτς τιριάσ κιν μέθησε απουβραδίς κι τουν πήριν;nothern
ου ύπνους κι όταν σ κώθκιν τί να ιδεί η μάνα τ η Τσιτσιώνα ήταν τιντουμέν κι δέν;nothern
κνιούνταν ;nothern
Αμάν τί έπαθα πάει η μάνα μ ;nothern
Βγήκιν στ ανώι έκραξιν τς γειτόν τσις κι μ ένα λόγου ήρθαν όλις άλλην να;nothern
φουκαλήσ άλλην να στρώσ κάνα δυό τσακώθκαν ν αλλάξν ν πιθαμέν μιάν να;nothern
 Το πήρε κατάκαρδα ;nothern
 60 ;nothern
πάει να φέρ τουν παπα Δημήτρ να διαβάσ κι ου Βαγγέλτς πάει στς φίλοι τ ;nothern
τουν Πέτρου κι του Χαρίσ να τς πεί του χαμπέρ ;nothern
 Σήκουτι ρά μας άφκιν η Τσιτσιώνα ;nothern
Σά γύρσαν στου σπίτ κι οι τρείς αντάμα βρήκαν τουν παπα Δημήτρ να;nothern
διαβάζ τς γυναίκις να μουτσουκλαίν τουν νουντά γιουμάτουν κόσμουν κι καπνόν;nothern
απου θυμιάμα στάθκαν κι αυτοί ώσπου να σώσ ου παπάς κι άμα έσουσιν κι;nothern
έμασιν τα σιέα κι του πατραχήλ τς πήριν στουν νουβουρό κι τς είπιν ;nothern
 Ύστρα απ του μισ μέρ τα σ κώσουμι ν Τσιτσιώνα Τοίμασέτι τί έχτι κι ιγώ;nothern
ταρθώ σν ώρα μ ;nothern
Άμα έφυγιν ου παπάς τηριούντι στα μάτια κι οι τρείς κι λέει ου Πέτρους ;nothern
 Άστι να πάμι δίπλα στου μπακάλ κου τ Αργύρ να πιούμι απου ιένα να;nothern
σ χουρέσουμι ν έρμ ν Τσιτσιώνα ;nothern
Σέφκαν στου μπακάλ κου κι όσ κάθουνταν μέσα σ κώθκαν Είπαν τουν;nothern
Βαγγέλ Μας άφκιν η Τσιτσιώνα Να ζήεις ισύ Έδουκαν παραγγιλιά να τς βάλ ου;nothern
Αργύρς απου μιά κούπα Στρώθκαν στα σκαμνιά συλλουιασμέν όλ να πνίξν τουν;nothern
καημό που βρήκιν του φίλου τς κι να μαλακώσν του βαρύ του πένθους ;nothern
 Κέρνα ου ιένας κέρνα ου άλλους πέ ου ένας έτσ ου άλλους αλλιώς ;nothern
γίνγκαν κιά οι τρείς κούρπιτου τύφλα δέ μπουρούσαν να σταθούν στα πουδάρια ;nothern
Ήρθιν η ώρα να σ κώσν ν Τσιτσιώνα ήρθιν κι ου παπα Δημήτρς στου σπίτ ;nothern
αραδούν να βρούν τουν Βαγγέλ πουθινά αυτός Ρουτάει ου παπα Δημήτρς ;nothern
 Μήν τουν είδιν κάνας ;nothern
Πιτάχνιτι ένας μκρός κι λέει ;nothern
 Είν τς στου μπακάλ κου τ Αργύρ κι τραγδούν ;nothern
 Σύρι κράξι τς να ρθούν τουν είπιν άγρα ου παπάς ;nothern
Πιάλτσιν ου μκρός στου μπακάλ κου τς έκραξιν κι τς είπιν ουότ τουν είπιν ου;nothern
παπάς Σουβαρέφκαν κι οι τρείς τσακώθκαν αλαμπρατσέτα έβαλαν τουν Βαγγέλ ;nothern
στ μέσ κι πήγαν στου σπίτ ;nothern
Κατέβασαν ν πιθαμέν απ του σπίτ Κίν τσαν μπρουστά οι τέσσιαρς μι του;nothern
σιντούκ στα χέρια απου πίσου ου παπάς μι του θυμιατήρ κι πίσου απ τουν;nothern
παπά οι τρείς φίλ μι τουν Βαγγέλ στ μέσ κι στου κατόπ ου κόσμους ;nothern
Πάν πρώτα στουν Άη Νικόλα διάβασιν ου παπάς ιέψαλαν οι ψαλτάδις κι αφού;nothern
ιέσουσαν κίν τσαν για τουν Αϊώρ ;nothern
Ου Βαγγέλτς τότι αδουκήθκιν τ σάλπιγγα κι λέει τουν Πέτρου ;nothern
 61 ;nothern
 Πέ ρα Πέτρου τουν παπα Δημήτρ να σταθεί ψίχα ώσπου να πιταχτώ να;nothern
πάρου τ σάλπιγγα να παίξου για ν ακούσ κι η μάνα μ να ραχατέψ η ψ χή τς ;nothern
Ου παπάς άκσιν γύρσιν λουξά κι ψίχα αγριμένους τς λέει ;nothern
 Αυτά Βαγγέλ δέ γένουντι κι πιρπάτατι ίσια ;nothern
Τουν πήριν του παράπουνου τουν Βαγγέλ τουν τσάκουναν κι οι άλλ γιρά του;nothern
πήριν απόφασ κι για να βγάλ του γινάτ χίρσιν να λέει τα παραγγέλματα μι του;nothern
στόμα Τσιτσιώνα μάρσ Τσιτσιώνα συμπαράταξ Τσιτσιώνα μή φουβάσι κι;nothern
καμόσα άλλα ώσπου έφτασαν στ Αλώνια σ Τζέτζ του πηγάδ ;nothern
Ικείνα τα χρόνια του έθιμου ήταν να σταματούν τουν πιθαμένου στου πηγάδ ;nothern
 ικεί στου σταυρουδρόμ διάβαζιν ου παπάς μιά ιφκή κι ύστρα πάιναν στα;nothern
Νημόρια έτσ κι τώρα μι ν Τσιτσιώνα αυτό έκαμαν σταμάτσαν ακούμπσαν του;nothern
σιντούκ καταής κι χίρσιν ου παπάς να διαβάζ ;nothern
Πώς γίνγκιν ικείν ν ώρα κι βγήκιν του ένα του παπούτσ απου ν πιθαμέν κι;nothern
έπισιν καταής δέν κατάλαβιν κάνας Τούιδιν ου παπάς τούιδιν ου κόσμους κι;nothern
χίρσιν ου Βαγγέλτς να σκούζ Τσιτσιώνα συμbαράταξ ;nothern
Γίνγκιν μιά ανακατουσιά τί να ιδείς κάνα δυό τρείς ειδικοί να τηρούν πώς να;nothern
βάλν του παπούτσ ν πιθαμέν ου παπάς να κνάει του θυμιατήρ κι να;nothern
μουρμουρίζ ου Βαγγέλτς να σκούζ Τσιτσιώνα συμπαράταξ κι ου κόσμους να;nothern
γιλάει ώσπου ου παπα Δημήτρς γινατιάσ κιν γυρνάει στουν Βαγγέλ κι σην παρέα;nothern
τ κι τς λέει ;nothern
 Έχτι να μουλώξ τι ή τα σας χιρήσου μι του θυμιατήρ στου κιφάλ να σας;nothern
στείλου στα Νημόρια αρχύτιρα απου ν Τσιτσιώνα ;nothern
Γυρνάει ύστρα κατα ν πιθαμέν σκύβ κι αρπάχν του παπούτσ του;nothern
πουλιμάει ουπάν σην Τσιτσιώνα κι λέει ;nothern
 Τσάκουτι του σιντούκ κι κίνατι ας πααίν η Τσιτσιώνα στουν Αϊώρ μ ένα;nothern
παπούτσ Σάματ τα πιρπατήσ ξυπόλτ κι τα πατήσ τ αγκάθια ;nothern
Κόντιβιν να νυχτώσ όντα έσουσαν τα χρέα στουν Αϊώρ Δίπλουσιν ου παπάς του;nothern
πατραχήλ σ μαζώθκιν κι ν ώρα απ κινούσιν τουν φτάν ου Βαγγέλτς κι τουν λέει ;nothern
 Παπα Δημήτρ καλά έκαμάμι τα χρέα σην Τσιτσιώνα ένα μούνγκι δέ μ άφκις ;nothern
να λαλήσου ψίχα τ σάλπιγγα Γιαταύτου κι ιγώ είπα κάθι βράδ νάρχουμι δώ στου;nothern
μνήμα να λαλώ ψίχα για να πααίν η μάνα μ στουν ουπάν τουν κόσμου μ όλα τα;nothern
καλά ;nothern
 Νάρχισι ρα Βαγγέλ Κάθι βράδ Να βαραίν τς τ σάλπιγγα γιρά θάρουμ κι;nothern
σ κώνιτι κάνας βρουκόλακας να σι φάει να γλιτώσν απτισένα κι οι ζουντανοί κι οι;nothern
πιθαμέν ;nothern
 1 Σκΐρκα;nothern
 1 1 Σκΐρκα τόπους όλου πέτρα κακουτράχαλα gριμούργια χουρίς σπυρί χώμα ;nothern
Αρά κι πού τίπουτα δένdρα άγρα κάνας τσέρους ή κάνας φράψους ανάμισα στς;nothern
χράπις τίπουτα λαγόξυλα κι καμνιά ρίζα κανdιλίνα να μουσκουβουλάει του ν ;nothern
Μάη κι να μαζώνουνdι τα μιλίσσια γύρου γύρου Νιρό dίπ ούτι δράμ ;nothern
Ένα καλό μούνgι έχ αυτό του μέρους είνι προυσήλιου Δέν dου παίρν ου;nothern
w;nothern
βουράς του χειμώνα κι όσου χιόν κι άμ bέσ του κόβ η πέτρα κι μαυρίζ ώς του;nothern
μισ μέρ όλου του πλάι ;nothern
 1 Αυτού δγιάλιξαν να ζήσν προυτού πινdακόσια χρόνια οι πινήνdα φαμbλιές μι;nothern
αρχηγόν τουμ bαπα Gίκα να φκιάσν τα σπίτχια τς κι να πούν του χουργιό τς;nothern
Κίν τσαν απ τα χουργιά τς Πριμιτής σήκουσαν ότ νοικουκυργιό μbουρούσαν;nothern
να πάρν κι τί βαστούσαν τα πράματα φουρτουμένα άφκαν τα κτήματα τς όπους;nothern
ήταν τύπουσαν στου νού τς τ όνουμα Σκΐρκα γιατι Σκΐρκα είχαν κι στουν;nothern
dόπου τς κι ήρθαν κι τόγραψαν μι ζουνdανά γράμματα ουπάν στα καταράχια ;nothern
Κουνdά στ άλλα ήφιραν κι του έθιμου τς Απουκράς ;nothern
 1 Κάθι άνθρουπους σι κάθι τόπουν ζάει μι τουν θκό τ τουν dρόπου ου;nothern
καμbίσιους στουν gάμbου δλέβ μι τα χέργια δέ σκουτίζ κι πουλύ του μνιαλό τ η;nothern
5;nothern
γής βγάν όλα τ αγαθά να πιράσ καλά ;nothern
Στο ηχητικό κι τα βαστούσαν τα πράματα φουρτουμένα ;nothern
 κράτσαν ;nothern
Στο ηχητικό τύπουσαν του νού τς τ όνουμα Σκΐρκα ;nothern
