article;lang
στους πολίτες της χωρίς να τους κάμνει;cypr
να φοούνται παραπάνω τζιαι να γίνουνται;cypr
ενστικτόδικα ρατσιστικά χτηνά από;cypr
ανασφάλειαν;cypr
 Μια ζωή τί ρε Ανώνυμε 9 13;cypr
 Αγγούρκα;cypr
 κατ αρχας κουμάρα να σου πω ότι τούτο που;cypr
έγινε με τον κίτα δεν έσιη σ χεση με το;cypr
πως ασκεί η αστυνομία τα καθήκοντα της;cypr
σε τέθκιες περιπτώσεις Η διαφθορά;cypr
υπήρχε στο σωμα δαμε και χρόνια όπως;cypr
αφάνη και καπια στιγμή εφκήκεν στην;cypr
επιφάνεια Αποφάσισεν επιτέλους η;cypr
αστυνομία να κάμει την αυτοκάθαρση;cypr
της γιατι εν την έπαιρνε άλλο εσυνέλαβε;cypr
στελέχη της αλλον πρόσφατα έθκιωξε τον;cypr
που το σώμα και ελπίζω να συνεχίσει Οι;cypr
δε πολιτικάντηδες που πριν καπια χρόνια;cypr
άλωσαν το σώμα με το ρουσφετι τους;cypr
 ειχαν το θράσος να κατηγορούν;cypr
 Εν μιλώ για τέθκια Μιλώ για περιπτώσεις;cypr
όπου καλέιται ο μπατσος να επιβάλει την;cypr
τάξη και ο αλλος αντιστέκεται και;cypr
βρίζει και ξιτιμάζει το όργανο και;cypr
μάλιστα σηκώνει και σιέρει Ποιος έδωκε;cypr
το δικαίωμα στον αλλο να σηκώσει σιέρει;cypr
στον μπατσο για να απελευθερώσει τον;cypr
φίλο του Εν έτσι που σεβεται τους;cypr
θεσμούς;cypr
 Εγώ όμως ρωτω Οι συγκεκριμένοι νεαροι;cypr
ηχορύπαιναν Ποιος ειδοποίησε την;cypr
αστυνομία για τέθκια και για ποιο λόγο;cypr
επενέβει προς το τέλος του παρτι και όι;cypr
κατα την δειάρκαια Μήπως εν θα το;cypr
διέλυαν στις 12 00 το πάρτι Οι δε αστυνομικοι;cypr
μόλις κατέφθασαν άρκεψαν που μόνοι τους;cypr
να ξιτιμάζουν τους νεαρούς Ας απαντήσει;cypr
ο γρηγόρη γιατί εννεν δυνατόν οι;cypr
αστυνομικοί ναν τόσο ηλίθιοι που μετα;cypr
και τα γεγονότα με τους φοιτητές τζινοι;cypr
που εξηλοκοπήσαν τους νέους μαλλον;cypr
εννα φύουν που το σώμα;cypr
 Παρακαλώ δε τα γεγονότα ναν ακριβή;cypr
γιατί ξαναλέω με τα λεγόμενα του;cypr
γρηγόρη νόημα εν φκαίννει εκτος αν το;cypr
σώμα απαρτίζεται που σχιζοφρενείς;cypr
 Όλων των ερωτημάτων σου προηγείται;cypr
τούτο γιατί τόσοι αστυνομικοί με;cypr
πολιτικά σε τέτοια εκδήλωση;cypr
 Koumara επειδή η κόρη σου μάλλον θα;cypr
ενδιαφέρει τον γιον μου τζιαι επειδή;cypr
ακούεται όμορφη φάση μπορεί να;cypr
βρεθούμεν το Σαββάτον;cypr
 Κότσινον πουκάμισον είπες;cypr
 Re agrine ta gerima Kamnis tzie si kati erotisis Apanta tis monos;cypr
sou Mia zoi ta dika sou esi;cypr
 Χάρηκα που ενόχλησα Ανώνυμε αϊ λαβ;cypr
γιου λέηντυ μπα μπάι;cypr
 Σαν αρχιτέκτονας λέω ίνκος;cypr
 Αν βκουμεν στον γυρον εννα γυρεψουμεν;cypr
εναν κκελην με κοτσhινον πουκαμισον;cypr
τζιαι μιαν πενταμορφην κορην;cypr
 Η Μαύρου είπεν τους να;cypr
προσέχουν την τάξην τζιαι την παλιάν;cypr
την πόλην δεν τους είπεν να πα να;cypr
παίζουν τους νταήδες τζιαι να προκαλούν;cypr
ούτε να στήννουν μπλόκκα λες τζαι η πόλη;cypr
εν το γκέτο της Βαρσοβίας;cypr
 Η Μαύρου πριν λίες ημέρες έφκαινε;cypr
στα κανάλια τζιε απαιτούσε περισσότερη;cypr
αστυνόμευση της περιοχής της παλιάς;cypr
πόλης τζιε εκαλούσε την;cypr
αστυνομία να συλλάβει τζιε να;cypr
απελάσει τους παράνομους μετανάστες;cypr
Στη συνέχεια έγινε η επιχείρηση;cypr
σκούπα είδαμε τζίνα που;cypr
είδαμε άνθρωποι να διώκονται επειδή εν;cypr
τους εφκάλαν χαρτιά γιατί εν το κράτος;cypr
το ίδιο που τους έκαμε παράνομους;cypr
αστυνομικοί που την είδαν ράμπο να;cypr
σπάζουν τις πόρτες τζιε να μπαίνουν στα;cypr
σπίθκια των ανθρώπων μες στα μαύρα;cypr
μεσάνυχτα τζιε να τους παίρνουν;cypr
σηκωτούς στο τμήμα για να;cypr
ελέγξουν τα χαρτιά τους ακόμα;cypr
τζιε αν είχαν τα χαρτιά τους μαζί τους;cypr
έγκυες γυναίκες να συλλαμβάνονται τζιε;cypr
να κρατούνται για απέλαση τζιε ένα σωρό;cypr
άλλα Η κυρία Μαύρου;cypr
όμως εν είσσιε τίποτε να πει για τούτα;cypr
ούλλα εν την επείραξε που η αστυνομία;cypr
επαραβίασε τζιε παραβιάζει τα δικαιώματα;cypr
των μαύρων που τους εσυμπεριφέρθηκε;cypr
σαν σκουπίθκια Το αντίθετο η ίδια;cypr
ε προσ κάλεσε την αστυνομία να πιάσει;cypr
τους μαύρους τζιε να τους πετάξει Τωρά;cypr
όμως που στόχος της αστυνομίας ήταν;cypr
άσπροι μιτσιοί εν της άρεσε τζιε έφκηκε;cypr
να το καταδικάσει δήθεν Αλλά οι άσπροι;cypr
μιτσιοί έχουν γονιούς που ψηφίζουν τζιε;cypr
ψηφίζουν τζιε οι ίδιοι ή εν να ψηφίζουν;cypr
σε λίο τζαιρό Εν γι αυτό που τούντα;cypr
επεισόδια ετζίσαν της;cypr
Μαύρου τζιε έσπευσε να τα καταδικάσει;cypr
 Hecate αν δεν σου κάθεται η Μαύρου τζιαι;cypr
θέλεις να την κρίνεις η κριτική σου θα;cypr
εν πιο αποτελεσματική άμαν είναι πιο;cypr
ακριβής τζιαι δίκαιη Εγώ που άκουσα τες;cypr
δηλώσεις της Ελένης Μαύρου τζιαι πριν;cypr
τζιαι μετά που τα επεισόδεια δεν;cypr
εκατάλαβα καθόλου αυτά που εκατάλαβες;cypr
εσύ Ειδικά μετά επήρεν ξεκάθαρην θέσην;cypr
τζιαι εκατάκρινεν της επιχείρησην;cypr
αναδεικνύοντας μάλιστα το πόσον;cypr
ασφαλής είναι η ζωή στην παλιά πόλη Η δε;cypr
προέκταση που κάμνεις ότι τους μαύρους;cypr
η Μαύρου δεν τους θέλει τζιαι ντζίζει;cypr
την παραπάνω τωρά που εδέραν τους;cypr
άσπρους είναι εντελώς άτοπη;cypr
 Εγώ πάλε εν άκουσα να κατακρίνει την;cypr
 επιχείρηση σκούπα;cypr
Ίσως να μεν έτυχε Πάντως λίες μέρες;cypr
πριν την επιχείρηση σκούπα;cypr
η Μαύρου ήταν προσκεκλημένη στο;cypr
 Έχεις μέσο στο mega τζιε;cypr
εδήλωσε επίσης ξεκάθαρα ότι οι;cypr
κύπριοι δεν είναι ρατσιστές αλλά;cypr
δικαιολογημένα ανέπτυξαν ξενοφοβικές;cypr
αντιλήψεις εξαιτίας της συμπεριφοράς;cypr
των αλλοδαπών τζιε εζήτησε;cypr
 περισσότερη αστυνόμευση της;cypr
παλιάς πόλης Εσύνδεσε τους;cypr
μετανάστες με το έγκλημα τζιε είπε;cypr
ακόμα ότι η αστυνομία πρέπει να;cypr
αναλάβει δράση για να απελαθούν οι;cypr
παράνομοι αλλοδαποί που προκαλούν;cypr
φασαρίες Είπε τζιε αρκετά;cypr
άλλα καλά πράματα εν λαλώ αναγνωρίζοντας;cypr
κυρίως τον πλούτο που προσφέρουν οι;cypr
μετανάστες με την εργασία τους σε;cypr
τομείς που οι κυπραίοι εν παν να;cypr
δουλέψουν Εμένα όμως εν μου αρκούν;cypr
τούτα λαμβάνοντας τζιόλας υπόψη το;cypr
υπόλοιπο έργο της για;cypr
την ανάπλαση της πλατείας ελευθερίας;cypr
τζιε της παλιάς πόλης γενικότερα;cypr
 εγώ αν μεν μου γράψεις την ιστορίαν;cypr
μου εννα αγκριστώ τζαι έν θα έρτω;cypr
 δηλ τζαι να την γράψεις πάλε εν;cypr
προβλέπεται να έρτω αλλά ήβρα αφορμήν;cypr
να σου την αθθυμήσω;cypr
 hecate an men ekatalaves inta pou ipen i mavrou en i fteme emis;cypr
akoume tis anakrivies sou Ezitisen astinomefsi gia apofigi episodion kai;cypr
gia na apelathoun oi paranomoi;cypr
 Otan de eginan tzina pou eginana mprosta stis cameres etahthi;cypr
apokalipta kata tetion praktikon apo plevras astinomias;cypr
 An men ekatalaves 2 pramata pou eginikan en tzien anagi na;cypr
ektithese;cypr
 Tzie en pou tou llious dimarhoun pou kamnoun energoun epitelous gia;cypr
tin lefkosia;cypr
 2 pramata itan oulla tzioulla pou ekame i dimarhos kai si tounta 2 en;cypr
ta katalaves E ti na po;cypr
 A tzie grigori perimeno tes apantisis sou;cypr
 Ezitisen astinomefsi gia apofigi episodion kai gia;cypr
na apelathoun oi paranomoi;cypr
 Που δαμέ ακριβώς ξεκινά το πρόβλημα;cypr
Άμα ζητάς αστυνόμευση μετά μεν;cypr
παραπονιέσαι για τα επεισόδια που;cypr
προκαλούνται Τούτη εν η αστυνομία Τζιε;cypr
ρόλος της εν η καταστολή Ή θέλεις την ή;cypr
εν την θέλεις Εσύ Αντρέα θέλεις την;cypr
εκαταλάβαμέ το Πρόβλημά σου όμως;cypr
 Παράνομοι;cypr
άνθρωποι εν υπάρχουν Παράνομοι έπρεπε;cypr
να ήσασταν όσοι έσσιετε έτσι αντιλήψεις;cypr
 ότι κάποιοι άνθρωποι εν παράνομοι;cypr
τζιε πρέπει να απελαθούν μίσσιη μου;cypr
αλλά δυστυχώς το σύστημα κάμνει καλά τη;cypr
δουλειά του;cypr
 Όσο για τα 2 pramata itan oulla tzioulla;cypr
pou ekame i dimarhos ποιά εν ακριβώς;cypr
τούντα 2 Εν εκατάλαβα όι Η συνεχής;cypr
αστυνόμευση της παλιάς πόλης τζιε η;cypr
ανάπλασή της ξεπούλημά της στον;cypr
καπιταλισμό;cypr
 Που την Τετάρτη λειτουργεί τζιε ο;cypr
θεσμός του αστυνομικού της γειτονιάς;cypr
