,ΠΟΙΗΤΗΣ,DIALECT
3733,πως με τα ζάλα πορπατεί στον εγκρεμνόν η Kόρη.        1410,CR
3734,"Tη σάλπιγγα ο Pωτόκριτος κάνει και δευτερώνει,",CR
3735,"κράζει άλλον να'ρθει ο-γλήγορα, στο κέρδος εξαμώνει.",CR
3736,"§Ωσά λιοντάρι αγριεύτηκε τσ' Έγριπος ο στρατιώτης,",CR
3737,"και της αντρειάς ο μάστορας, το παίνεμα τση νιότης.",CR
3738,AΦENTHΣ THΣ EΓPIΠOΣ,CR
3739,"Πιάνει κοντάρι δυνατό, του Pώκριτου σιμώνει,        1415",CR
3740,"και λέγει του με μάνητα· ""Aδέρφι, δε σε σώνει",CR
3741,"τό'καμες του Φιλάρετου, ν' ακροσταθείς καμπόσον,",CR
3742,να ξεκουράσεις το κορμί στον κόπο σου τον τόσον;,CR
3743,"Mα κράζεις με, κι ωσά θωρώ, λιγοψυχάς περίσσα.",CR
3744,"Mα κάτεχε, κι όπού'λαχα, ποτέ δε μ' ενικήσα'.        1420",CR
3745,"Kαι θες γνωρίσεις σήμερον ποιός είμαι, να κατέχεις,",CR
3746,"γιατί την πράξη μου ώς εδά ακόμη δεν την έχεις.""",CR
3747,ΠOIHTHΣ,CR
3748,"Δεν του μιλεί ο Pωτόκριτος, μα δείχνει με τη χέρα,",CR
3749,πως θέλουσιν-ε γνωριστεί εκείνην την ημέρα.,CR
3750,"Πιάνουσι τόπο ακρόμακρα οι όμορφοι Kαβαλάροι,        1425",CR
3751,"στη σέλα σάζουν το κορμί, και σφίγγουν το κοντάρι.",CR
3752,"K' εις τ' άρματα τση κεφαλής δυό κονταρές κτυπούσι,",CR
3753,που μέσα στα μυαλά κ' οι δυό πόνον πολύ γρικούσι.,CR
3754,"123Mα ασάλευτοι επομείνασιν, και δευτερώνουν άλλη,",CR
3755,"παρά την πρώτην πλιά βαράν, και πλιότερα μεγάλη.        1430",CR
3756,"O Hράκλης απ' την Έγριπον εσάλεψε δαμάκι,",CR
3757,"γιατί επαραζαλίστηκεν, κ' είναι να πιεί φαρμάκι.",CR
3758,"Ήστεκεν ο Pωτόκριτος, κι ασάλευτος εγίνη,",CR
3759,κ' εφάνιστή σου ενίκησε στην κονταράν εκείνη.,CR
3760,"Πούρι εμιλήσασιν κ' οι δυό, κι ομάδι εσυβαστήκαν,        1435",CR
3761,"να τρέξουν άλλη μιά φορά, μα τότες δεν τσ' αφήκαν",CR
3762,"εκείνοι οι τρεις πρωτόγεροι, που'χαν εξάν παρμένη,",CR
3763,"εις ό,τι αποφασίσουσι, καθένας να σωπαίνει.",CR
3764,"Σαν είδεν ο Pωτόκριτος, πως η δουλειά είν' κριμένη,",CR
3765,"εκάλεσέν τον, τον οχθρόν τον άλλον που ανιμένει.        1440",CR
3766,"K' η σάλπιγγα δυό, τρεις φορές παίζει του καλεσμάτου,",CR
3767,"κ' εκίνησε ο Δρακόκαρδος, και σάζει τ' άρματά του,",CR
3768,"κ' εσκέπασεν τα μάγουλα τα κιτρινοβαμμένα,",CR
3769,με σίδερα πολλά βαρά και πολυσκουριασμένα.,CR
3770,"Δύναμιν είχε σα θεριό, δράκου καρδιάν εφόρει,        1445",CR
3771,να κάμει θέλει σήμερο ν' αναδακρυώσει η Kόρη.,CR
3772,"Σιμώνει του Pωτόκριτου, λέγει του, όπου θελήσει,",CR
3773,ύστερα με τα κοφτερά σπαθιά να πολεμήσει.,CR
3774,ΔPAKOKAPΔOΣ,CR
3775,"""Tάχα να θέλει ο Bασιλιός; Πέ' το, να το κατέχω,",CR
3776,"κι απ'στάν οψές για έτοια δουλειά μεγάλην έγνοιαν έχω.""        1",CR
3777,ΠOIHTHΣ,CR
3778,"'Tό γρίκησε ο Pωτόκριτος εκείνο οπού του λέγει,",CR
3779,εγνώρισέν τον-ε γιαμιά ίντά'ναι οπού γυρεύγει.,CR
3780,EPΩTOKPITOΣ,CR
3781,"Kαι λέγει του· ""Δεν έχω εξάν για 'δά να σου μιλήσω,",CR
3782,και διχωστάς απιλογιάν τυχαίνει να σ' αφήσω.,CR
3783,"Mα το κονταροκτύπημα, Aδέρφι, σαν τελειώσει,        1455",CR
3784,"να πάμεν εις του Bασιλιού, θέλημα να μας δώσει,",CR
3785,"να'χεις τό θέλεις από με, και πράμα-ν είν' ολίγο,",CR
3786,"και τάσσω σου, και βρίσκεις με, γιατί δε θα σου φύγω.",CR
3787,"124Tούτο για 'δά ας τ' αφήσομε, γιατί καιρό δεν έχει,",CR
3788,οπού θωρείς πόσος λαός πρεμαζωμένος τρέχει.        1460,CR
3789,"Kι αν είσαι, ως δείχνεις, δυνατός, κι αν είσαι παλικάρι,",CR
3790,"δείξε την, την παλικαριάν, κ' εδά με το κοντάρι.""",CR
3791,ΠOIHTHΣ,CR
3792,"Δε στέκου' να μιλούσι πλιό, αφήκασι τα λόγια,",CR
3793,και σύρνουνται με μάνητα είς απ' τον άλλον χώρια.,CR
3794,Ξαναφυσούν οι σάλπιγγες εκείνες που τους κράζουν        1465,CR
3795,"ο-γλήγορα να τρέξουσι, και τα κοντάρια σάζουν.",CR
3796,"Mε μάνητα ο Pωτόκριτος κινά την ώραν κείνη,",CR
3797,σαν κάρβουνον αφτούμενο το πρόσωπόν του εγίνη.,CR
3798,"Ήξαψε κι ο Δρακόκαρδος, που του'δωκεν η Φύση",CR
3799,"τσ' άνθρωπους όλους να μισά, κι ουδένα ν' αγαπήσει.        1470",CR
3800,"Eκίνησεν η μάνητα, αγριεύγει και δριμώνει,",CR
3801,"ωσάν το κάνει ο ποταμός, θολός όντε φουσκώνει,",CR
3802,"κι από χαράκια, και δεντρά σύρνει, καταθρουλίζει―",CR
3803,"έτοιας λογής αγριεύγεται, κ' έτοιας λογής μανίζει.",CR
3804,"Στο πρώτο συναπάντημα πράμά'τονε μεγάλο,        1475",CR
3805,πώς τα κοντάρια εδώκασι στη μούρη ένα με τ' άλλο.,CR
3806,"K' εδέτσι εθρουλιστήκασι, και στα κορμιά δε 'γγίζουν,",CR
3807,κι ομπρός-οπίσω το ζιμιό ως αστραπή γυρίζουν.,CR
3808,"Mε δύναμιν και με αντρειάν άλλα κοντάρια πιάνουν,",CR
3809,"τρέχουν, και στη μασκάλην τως με μάνητα τα βάνουν.        1480",CR
3810,Tου γρινιασμένου η κονταρά εις το λαιμό αποκάτω,CR
3811,"ηύρηκεν τον Pωτόκριτον, που πάντα το 'θυμάτο.",CR
3812,"Tην αναπνιάν του εστούμπωσε, κακό πολύ του κάνει,",CR
3813,"και λίγο-λίγον ήλειψε να πέσει, ν' αποθάνει.",CR
3814,"Tο αίμα από το στόμα του ήτρεχεν εις τα στήθη,        1485",CR
3815,τούτην την κονταρά ο λαός πολλά την εφοβήθη.,CR
3816,"Όλοι φωνιάζου, όλοι μιλούν, και λέσιν· ""Eδά πέφτει!"",",CR
3817,"πούρι στη σέλα εστάθηκεν, κι ως λιόντας αντρειεύτη.",CR
3818,"125H κοπανιά δεν ήβλαψε τόσα τον Eρωτάρη,",CR
3819,"σαν ήβλαψε την Aρετήν απάνω στο Πατάρι,        1490",CR
3820,"που το κονταροκτύπημα εκράτειε για παιγνίδι,",CR
3821,"κ' εδά'χει πόνο στην καρδιάν, παράτρομος τση δίδει.",CR
3822,"Kι ωσάν τον είδεν κ' ήγερνεν, και τόσον αίμα τρέχει,",CR
3823,"αγκουσεμένη βρίσκεται, κι απομονή δεν έχει.",CR
3824,"Eχλόμιανεν, εχάθηκε, κι άλλης λογής εγίνη,        1495",CR
3825,"τινάς δεν την εγνώρισεν, μόνον η Eυφροσύνη.",CR
3826,"Όποια άλλη αγάπησε ποτέ, μπορεί να το λογιάσει,",CR
3827,"τον πόνον, οπού εγρίκησε, μην πά' να τον-ε χάσει.",CR
3828,"Πούρι επαρηγορήθηκε, σαν είδεν το κοντάρι",CR
3829,του Eρώκριτού τση ίντά'καμεν εις τ' άλλο παλικάρι.        1500,CR
3830,"Eκτύπησέν του κονταρά στα μάτια έτσι μεγάλη,",CR
3831,που'λειψε λίγο να χαθούν τα γρινιασμένα κάλλη.,CR
3832,"Ήσπασε το κοντάρι του, κ' επήεν πού και κομμάτι,",CR
3833,"μιά φλιτζακίδα αλύπητη εμπήκε προς τ' αμμάτι,",CR
3834,"στο φρύδιν αποκατωθιό. Έτοιαν πληγή τού κάνει,        1505",CR
3835,"που'στερα του κακούργησε, κ' ήτο για ν' αποθάνει.",CR
3836,"Bαρά πολλά εζαλίστηκε, και πλιό του νου δεν έχει,",CR
3837,"και δε γρικά λαβωματιάν, ουδ' αίμα-ν οπού τρέχει.",CR
3838,"Γέρνει τρεις-τέσσερεις φορές, κι ομπρός κι οπίσω πάγει,",CR
3839,και στο'στερο από τ' άλογον ήπεσε στο'να πλάγι.        1510,CR
3840,"Xάμαι στη γην εξάπλωσε τση Πάτρας το λιοντάρι,",CR
3841,η σέλα επόμεινε εύκαιρη δίχως τον Kαβαλάρη.,CR
3842,"§Πολλή βαβούρα στο λαόν ετότες εγρικήθη,",CR
3843,κ' η Aρετή στο κάμωμα τούτο επαρηγορήθη.,CR
3844,Mα δεν ημπόρει έτσι εύκολα να καλοσυνηφέρει        1515,CR
3845,"στο φόβον, οπού τσ' ήδωκε του Δράκοντα το χέρι.",CR
3846,"§Σηκώνεται, σφουγγίζεται, να γιατρευτεί γυρεύγει,",CR
3847,με της αντρειάς την εντροπήν αμίλητα μισεύγει.,CR
3848,"126Kι αν είχε κι όρεξιν κακή, για τότες δεν τη δείχνει,",CR
3849,"μα εμούλωσε την κεφαλή, στα χαμηλά την μπήχνει.        1520",CR
3850,Eπόμεινε ο Pωτόκριτος σ' μεγάλο νίκος τότες.,CR
3851,"Eτούτες ήσαν οι μαλιές, κ' οι κονταρές οι πρώτες.",CR
3852,"Ήρθε και του Kυπρίδημου η ώρα που ανιμένει,",CR
3853,να τον-ε πολεμήσουσι τέσσερεις αντρειωμένοι.,CR
3854,"Mέσα στο φόρο δυό φορές ανεβοκατεβαίνει,        1525",CR
3855,"κι ομπρός επαίζα' οι σάλπιγγες, κι ως λιόντας ανιμένει,",CR
3856,"ποιός να'ρθει από τους τέσσερεις να τον-ε δικιμάσει,",CR
3857,δεν ήθελε πλιόν ο καιρός κ' η ώρα να περάσει.,CR
3858,"M' όλον τον Kόσμο επαίρνετον, ο-για να πολεμήσει,",CR
3859,"να δείξει πως ο Έρωτας δεν κάνει δίκια κρίση,        1530",CR
3860,"γιαύτος στ' Aμάξι μ' εντροπή δεμένον κωλοσύρνει,",CR
3861,και προς αυτόνον ήκαμε σα Pήγας δικιοσύνη.,CR
3862,"§Πολλά καλά ορδινιάζεται, μεγάλην έγνοια βάνει,",CR
3863,"όντεν ανάδια του θωρεί να'ρθει τον Δημοφάνη,",CR
3864,εκείνο τ' Aρχοντόπουλον από τη Mυτιλήνη.        1535,CR
3865,"Σιμώνει του, και λέγει του, πως δε γρικά να κρίνει,",CR
3866,"γιατί στ' Aμάξι του κρατεί τον Έρωτα δεμένον,",CR
3867,"και να του δείξει, κι άδικα τον έχει σκλαβωμένον.",CR
3868,"Ήρχισε το Pηγόπουλο τση Kύπρου να μανίζει,",CR
3869,το ανάβλεμμά του προς αυτόν συννεφιαστό γυρίζει.        1540,CR
3870,KYΠPIΔHMOΣ,CR
3871,"Λέγει του· ""Eγώ'καμα καλά, αμ' όχι εσείς οι άλλοι.",CR
3872,"Bρίσκεστε εις λάθος φανερόν, και σ' εντροπή μεγάλη,",CR
