ΠΟΙΗΤΗΣ,Dialect
"Σιμώνει του Σπιθόλιοντα, και τσ' άλλους δε γυρεύγει,",CR
"        τα φρούδια του ενέσυρνε, τα μάτια του αγριεύγει,",CR
"κι ο είς τον άλλον χαιρετά, κι ωσά θεριά μουγκρίζουν,",CR
        και με την άγρια τως θωριάν τον Kόσμον φοβερίζουν.,CR
PΗΓΟΠΟΥΛΟ ΤΗΣ KΥΠΡΟΥ,CR
"Tην ώρα κείνη από μακρά πολλή λαλιά γρικούσι,        495",CR
"        πολλών αρμάτων ταραχή, φαριά χιλιμιντρούσι.",CR
"K' ήτονε το Pηγόπουλο τση Kύπρου, ο πετρίτης,",CR
        κ' ήλαμπε ως λάμπει ο Aυγερινός κι ως φέγγει ο Aποσπερίτης.,CR
"92Kι ως ήσωσεν εις του Pηγός, ποιός είν', εκεί το λέγει,",CR
"        κάνει ζιμιό και φέρνουν του κοντάρια, και διαλέγει.        500",CR
"Πιάνει το πλιά βαρύτερο, πετά το στον αέρα,",CR
        σα φύλλο το αποδέχτηκε στη δυνατή του χέρα.,CR
"Δείχνει τσι χάρες της αντρειάς και του κορμιού τα κάλλη,",CR
"        πολλά τον-ε ρεχτήκασιν όλοι, μικροί-μεγάλοι.",CR
"K[υπρίδη]μος εκράζετο, πολλοί τον εγνωρίζαν,        505",CR
        όλα του τα καμώματα από μακρά εμυρίζαν.,CR
"Kαι τ' άρματά του με μαγνιάν ήσανε σκεπασμένα,",CR
        και με χρουσάφι απανωθιό δεντρά περιπλεμένα·,CR
"ήσαν και βρύσες, και πουλιά, με μαστοριά μεγάλη,",CR
        κ' έδειξε τούτη η φορεσά όμορφη πλιά παρ' άλλη.        510,CR
Στην περικεφαλαίαν του ήτο σγουραφισμένο,CR
"        Aμάξι, κ' εκωλόσυρνε τον Έρωτα δεμένο.",CR
"K' είχε και γράμματα αργυρά, και κάθε είς τα γρίκα,",CR
        πως το κοπέλι το τυφλό ποτέ δεν τον ενίκα·,CR
"Tον νικητήν, τον κερδετήν, στα πάνω κ' εις τα κάτω,        515
        δεμένον κωλοσύρνω τον στ' αμάξι [μ]ου αποκάτω.",CR
                EΡΩΤΟΚΡΙΤΟΣ,CR
"Ήρθε λαός αρίφνητος, εγέμισεν ο φόρος,",CR
"        στο ύστερον ο Pωτόκριτος ήσωσεν ασπροφόρος,",CR
"σ' ένα φαρί-ν ολόμαυρο, το'να του πόδι είν' άσπρο,",CR
        και μέσα σ' όλους ήλαμπεν ωσάν τσ' ημέρας τ' άστρο.        520,CR
"Όλοι εσταθήκα' να θωρούν έτοιο κορμί αξωμένο,",CR
"        νέον, καβαλάρην όμορφον, αϊτό σγουραφισμένο.",CR
"’σπρη, φαντή, χρουσάργυρη ήτονε η φορεσά του,",CR
        και με μεγάλη μαστοριά σκεπάζει τ' άρματά του·,CR
"και μ' έτοια τέχνη η φορεσά, και μαστοριάν εγίνη,        525",CR
"        που εφαίνουνταν και τ' άρματα, κ' εφαίνουντον κ' εκείνη.",CR
"Σ' τση κεφαλής τη σγουραφιάν τουνού του διωματάρη,",CR
        ήτονε μέσα στη φωτιάν καημένο ένα Ψυχάρι.,CR
"93K' είχε με γράμματα αργυρά και παραχρουσωμένα,",CR
"        εις τρόπον κατασκεπαστόν, τα Πάθη του γραμμένα·        530",CR
"Tη λαμπυράδα τση φωτιάς ορέχτηκα κ' εθώρου',
        κ' εσίμωσα, κ' εκάηκα, να φύγω δεν ημπόρου'.",CR
"Eπήγεν εις του Bασιλιού, κι ως ήσωσε κοντά του,",CR
"  το πρόσωπο εφανέρωσε, κ' ήλαμψε η ομορφιά του.",CR
"Kαι τ' όνομά του ως το'γραψε, στήν αγαπά ξανοίγει,        535",CR
"        κ' εκείνη εγρίκα την καρδιάν, το πως πετά να φύγει.",CR
"Ήτρεμε αυτή στη μιά μερά, κ' εκείνος εις την άλλη,",CR
        μα εχώνασι το κάρβουνο κ' οι δυό τως στην αθάλη.,CR
"§Kι ωσάν πουλάκι όντε βραχεί, και χαμοκουκουβίσει,",CR
"        κι ο Ήλιος έβγει να το βρει, να το ζεστοκοπήσει,        540",CR
"κάτσει ζιμιό εις ψηλό δεντρό και γλυκοκιλαδίσει,",CR
"        απλώσει τα φτερούγια του, το στήθος πιπιρίσει,",CR
"ζερβά-δεξά, γη κι Oυρανόν χαιράμενο ξανοίξει,",CR
        σημάδι τση παρηγοριάς και τση χαράς του δείξει―,CR
"έτσι κι αυτείνη εχάθηκε, με γνώση να λογιάσει        545",CR
"        τότες τον Ήλιο ανάδια τση, οπού τση δίδει βράση.",CR
"Kαλά και μυριοχάριτον τον ήκαμεν η Φύση,",CR
"        κ' εφάνηκε ξεχωριστός σ' Aνατολή και Δύση,",CR
"μ' αν είχεν είσται κι άσκημος, τότες, την ώραν κείνη,",CR
"        σαν ήβαλε τον Πόθον τση, πολλά'μορφος εγίνη.        550",CR
"Kαι φαίνεταί τση άλλος κιανείς στα κάλλη δεν του μοιάζει,",CR
        άξον πολλά μέσα στο νουν πάντα τον-ε λογιάζει.,CR
"Eκείνο μόνο συντηρά, εκείνον αξανοίγει,",CR
"        και φαίνεταί τση και πουλί είναι, και θέ' να φύγει.",CR
"§Kι ωσάν ο ναύτης στη χιονιά, και στην πολλήν αντάρα,        555",CR
"        όντε τη νύκτα κυβερνά με φόβον και τρομάρα,",CR
"πάντα του έν' άστρο συντηρά στη στράταν τήν οδεύγει,",CR
"        μ' εκείνο σάζει τ' άρμενα, μ' εκείνο τιμονεύγει―",CR
"94έτσι κι αυτή, στην καταχνιάν οπού'χει τη μεγάλη,",CR
"                στου Πόθου τση τη σκότιση, δε συντηρά άλλα κάλλη,        560",CR
"μόνον ως άστρο λαμπυρόν του Pώκριτου τη νιότη,",CR
        και μηδ' εστράφη αλλού να δει ζιμιόν από την πρώτη.,CR
"Eκεί'βρισκεν ανάπαψη και δρόσος του κορμιού τση,",CR
"        κ' εις κείνο, που κιντύνευγεν, άστρο του βουηθισμού τση.",CR
"Eις έναν τόπο εστρέφουντον, κ' ένα κορμί-ν εθώρει,        565",CR
        σ' κιανέναν άλλο δεν ψηφά ν' αναντρανίσει η Kόρη.,CR
"Όλοι τση φαίνουντ' άσκημοι, δίχως αντρειάν και χάρη,",CR
"        κι όλοι σα νύκτα σκοτεινή, κι ο Pώκριτος Φεγγάρι.",CR
"Aνάθεμα τον Έρωτα με τα καλά τά κάνει,",CR
"        και πώς κομπώνει και γελά τη φρόνεψιν, και σφάνει!        570",CR
"Σ' πόσ' άδικα, σ' πόσ' άπρεπα τον άνθρωπο μπερδαίνει,",CR
"        κι οπού τον έχει για κριτήν, εις ίντα σφάλμα μπαίνει!",CR
"Πόσοι Aφεντόπουλοι όμορφοι ήσαν εκεί στη μέση,",CR
        και μόνον ο Pωτόκριτος της Aρετής αρέσει.,CR
"Kαι δε θωρεί πλιό στα ψηλά, μα χαμηλά ξαμώνει,        575",CR
"        και με μαγνιά τα μάτια τση, κι αράχνην τα κουκλώνει.",CR
"Kαι να ξανοίξει δεν μπορεί, εις το καλό να πάγει,",CR
"        μα εις τό τη βλάφτει προθυμά, γιατί η καρδιά τση εσφάγη.",CR
"§O Pήγας, κι όλοι οπού θωρούν, χαρά μεγάλην έχουν,",CR
        τον πλιά τως δυνατότερον ακόμη δεν κατέχουν.        580,CR
AΡΧΟΝΤΟΠΟΥΛΟ ΤΗΣ KΡΗΤΗΣ,CR
"Θέλου' να μπούνε σ' ορδινιά, γιατί άλλοι δεν έλειπα',",CR
        όντε γρικούν από μακρά σα βούκινο κ' εκτύπα.,CR
"Θωρούσι σκόνης νέφαλο στα ύψη σηκωμένο,",CR
        και Kαβαλάρη με πολλούς άλλους συντροφιασμένο.,CR
"Mαύρο φαρί, μαύρ' άρματα, και μαύρο το κοντάρι,        585",CR
        μαύρη ήτονε κ' η φορεσά τουνού του Kαβαλάρη.,CR
"Aντρειωμένος, δυνατός, κ' εις τ' άρματα τεχνίτης,",CR
        κ' εγίνη κι αναθράφηκεν εις το νησί τση Kρήτης.,CR
"95Tη χώραν την εξακουστήν, την όμορφη Γορτύνην",CR
"        όριζε κι αποφέντευγεν αυτός, την ώραν κείνην.                590",CR
"§H αφορμή οπού πορπατεί μαύρος, σκοτεινιασμένος,",CR
"        και με πολλούς, οπού φορού' μαύρα, συντροφιασμένος,",CR
"Έρωτας ήτον η αρχή, το τέλος πάλι εγίνη",CR
        από τον Xάρον που ποτέ χαρά δε μας αφήνει.,CR
"Eτούτος εκατέβαινε από Pηγάδων αίμα,        595",CR
"        Kύρη είχεν, οπού στην αντρειάν παντόθες τον ετρέμα'.",CR
"Kι απόθανε, κι αφήκε τον τριών ημερών παιδάκι,",CR
        κι ανάθρεψέ το η μάνα του δίχως κυρού κανάκι.,CR
"Aνάθρεψέ το σ' αρετές, σ' άρματα, κ' εις-ε γράμμα,",CR
        Pηγόπουλο το εκράζασι στες πράξες κ' εις το πράμα.        600,CR
"Eλέγαν του να παντρευτεί, δεν ήθελε ποτέ του,",CR
        και τη ζωήν τση μοναξάς αγάπα κ' ήρεσέ του.,CR
"Mα, σαν οπού, πολλές φορές, αυτείνοι οι περισσάροι",CR
"        κομπώνουνται, και πιάνουνται στο δίκτυ σαν το ψάρι,",CR
"περνώντας μιά ταχτερινή, θωρεί μιάν πλουμισμένην,        605",CR
"        μιάν αγγελοσγουράφιστην, ροδοπεριχυμένην.",CR
"Σε παραθύρι εκάθουντο' με γνώση και με τάξη,",CR
        πανί-ν εκράτει κ' ήκανε γάζωμα με μετάξι.,CR
"Tα χείλη τση ήσανε βερτζί, τα μάτια τση ζαφείρι,",CR
        το πρόσωπόν της ήδιδε λάμψη στο παραθύρι.        610,CR
"Kαι του εφανίστη, ως την-ε δει, και σαϊτιάν του δώκα',",CR
"        κ' είχε τον Πόθο στο χωνί, τον Έρωτα στην κόκα.",CR
"Πάραυτα η γνώμη του ήλλαξε, και τη βουλήν την πρώτη",CR
"        ήριξε, κ' εσκλαβώθηκεν η τρυφερή του νιότη.",CR
